question,gold,category
"67세 남성이 양측 귀의 청력 저하를 주소로 내원하였다. 환자는 약 10년 전부터 서서히 청력이 저하되어 TV 소리를 크게 켜야 하고, 대화 중 '뭐라고?'를 자주 묻게 되었다고 한다. 특히 시끄러운 환경에서 대화가 더 어렵다고 호소하였다. 과거력상 고혈압으로 약물 복용 중이며, 20년간 제조업체에서 근무한 이력이 있다. 이학적 검사에서 양측 외이도와 고막은 정상이었다. 청력검사 결과 양측 귀에서 고주파수 영역의 대칭적인 감각신경성 난청이 확인되었다. 이 환자에게 가장 적절한 치료 계획은?

순음청력검사: 우측 - 250Hz 25dB, 500Hz 30dB, 1kHz 35dB, 2kHz 45dB, 4kHz 65dB, 8kHz 75dB / 좌측 - 250Hz 25dB, 500Hz 30dB, 1kHz 35dB, 2kHz 50dB, 4kHz 70dB, 8kHz 80dB. 어음명료도검사: 우측 80%, 좌측 76%.

A. 스테로이드 전신 투여
B. 중이 환기관 삽입술
C. 항생제 경구 투여
D. 보청기 착용
E. 등골절제술(Stapedectomy)",D,Otolaryngology (ENT)
"38세 여성이 1주일 전부터 시작된 우측 귀의 통증, 난청, 이충만감을 주소로 내원하였다. 환자는 최근 감기 증상이 있었으며, 2일 전부터는 귀에서 물이 나온다고 하였다. 이학적 검사에서 우측 외이도에 화농성 이루가 관찰되었고, 이를 흡인한 후 고막을 관찰한 결과 중심부에 천공이 있고 주변 고막은 충혈된 소견을 보였다. 검진 중 환자는 어지럼증은 없으나 가끔 귀가 멍멍하게 울리는 느낌이 있다고 하였다. 청력검사 결과 우측 귀에 전도성 난청이 확인되었다. 이 환자에게 가장 적절한 초기 치료는?

우측 고막 중심부에 2mm 크기의 천공이 관찰되며, 중이강 내 점막이 충혈되어 있다. 순음청력검사에서 우측 기도 청력역치 평균 40dB, 골도 청력역치 평균 15dB로 기도-골도 차이(air-bone gap)가 25dB이다.

A. 항생제 정맥 투여와 즉각적인 고막성형술
B. 항생제 경구 투여, 국소 항생제 점이액, 귀 보호
C. 스테로이드 전신 투여와 항바이러스제
D. 중이 환기관 삽입술
E. 등골절제술(Stapedectomy)",B,Otolaryngology (ENT)
"32세 여성이 3일 전 아침에 갑자기 발생한 좌측 귀의 심한 난청을 주소로 응급실에 내원하였다. 환자는 귀가 막힌 느낌과 함께 이명을 호소하였으나, 어지럼증이나 귀 통증은 없었다. 최근 스트레스를 많이 받았다고 하며, 이전에 유사한 증상은 없었다고 한다. 이학적 검사에서 양측 외이도와 고막은 정상이었다. Weber 검사에서 우측으로 편위되었고, Rinne 검사에서 양측 모두 양성이었다. 청력검사 결과 좌측 귀에 중등도의 감각신경성 난청이 확인되었다. 이 환자에게 가장 적절한 초기 치료는?

순음청력검사: 좌측 - 250Hz 50dB, 500Hz 55dB, 1kHz 60dB, 2kHz 60dB, 4kHz 55dB, 8kHz 50dB로 모든 주파수에서 청력 저하 소견. 어음명료도검사: 좌측 70%. 측두골 CT에서 특이 소견 없음.

A. 경과 관찰
B. 항생제 경구 투여
C. 고실 내 스테로이드 주입술과 경구 스테로이드 투여
D. 중이 환기관 삽입술
E. 보청기 착용",C,Otolaryngology (ENT)
"29세 여성이 수년간 지속된 양측성 진행성 난청을 주소로 내원하였다. 환자는 사람들이 말하는 것을 잘 알아듣지 못하며, 특히 전화 통화가 어렵다고 호소하였다. 가족력상 환자의 어머니와 형제도 비슷한 증상이 있다고 한다. 이학적 검사에서 양측 외이도와 고막은 정상이었으나, Weber 검사에서 정중앙에 편위되었고, Rinne 검사에서 양측 모두 음성이었다. 청력검사 결과 양측 귀에 전도성 난청이 확인되었으며, 고막운동성검사(Tympanometry)는 정상이었다. 이 환자의 가장 가능성 높은 진단은?

순음청력검사: 양측 기도 청력역치 평균 55dB, 골도 청력역치 평균 15dB로 기도-골도 차이(air-bone gap)가 40dB. 고막운동성검사: A형(정상). 측두골 CT: 족판(stapes footplate) 주변의 경화성 변화 관찰됨.

A. 삼출성 중이염(Otitis media with effusion)
B. 이경화증(Otosclerosis)
C. 메니에르병(Meniere's disease)
D. 노인성 난청(Presbycusis)
E. 외상성 고막 천공(Traumatic tympanic membrane perforation)",B,Otolaryngology (ENT)
"4세 남아가 반복적인 중이염과 양측성 난청을 주소로 내원하였다. 어머니는 아이가 태어난 이후 잦은 중이염을 앓았으며, 언어 발달이 또래보다 느리다고 호소하였다. 가족력상 아버지도 어릴 때 비슷한 증상이 있었다고 한다. 이학적 검사에서 양측 고막은 혼탁하고 함몰되어 있으며, 청색 고막(blue drum)이 관찰되었다. 비인두 내시경 검사에서 비후된 아데노이드 조직이 이관 입구를 막고 있었다. 이 환아의 가장 가능성 높은 진단은?

순음청력검사: 양측 기도 청력역치 평균 35dB, 골도 청력역치 평균 10dB. 고막운동성검사: 양측 B형. 측두골 CT: 양측 중이강 내 연조직 음영 관찰, 유양동 함기화 저하.

A. 급성 화농성 중이염
B. 만성 삼출성 중이염
C. 선천성 내이 기형
D. 소아 감각신경성 난청
E. 이소골 기형",B,Otolaryngology (ENT)
"42세 남성이 1달 전부터 시작된 좌측 귀의 난청과 이명을 주소로 내원하였다. 환자는 귀 통증은 없으나 간헐적인 현기증을 호소하였다. 이학적 검사에서 좌측 외이도에 미만성 부종과 홍반이 관찰되었고, 외이도가 좁아져 있어 고막을 완전히 관찰하기 어려웠다. 귀 진찰 시 통증을 호소하였다. 환자는 최근 수영을 다녀온 후 귀에 물이 들어갔다고 하며, 면봉으로 귀를 자주 후벼 파냈다고 한다. 이 환자에게 가장 적절한 초기 치료는?

이경 검사: 좌측 외이도 피부의 미만성 부종과 홍반, 삼출액이 관찰됨. 세균 배양 검사: Pseudomonas aeruginosa 양성.

A. 경구 항생제와 국소 항생제-스테로이드 혼합 점이액, 귀 보호
B. 중이 환기관 삽입술
C. 고실 내 스테로이드 주입술
D. 즉각적인 고막성형술
E. 보청기 착용",A,Otolaryngology (ENT)
"55세 남성이 좌측 귀의 난청과 함께 심한 어지럼증을 주소로 응급실에 내원하였다. 환자는 3시간 전부터 갑자기 심한 회전성 어지럼증이 시작되었으며, 오심, 구토를 동반하였다고 한다. 청력 저하는 어지럼증과 함께 발생하였다. 과거력상 고혈압과 당뇨가 있으며, 흡연력은 30갑년이다. 이학적 검사에서 자발안진이 우측으로 관찰되었으며, 좌측으로 기운 자세를 보였다. 롬베르그 검사에서 좌측으로 쓰러지는 경향이 있었다. 양측 고막은 정상이었다. 청력검사 결과 좌측 귀에 중등도의 감각신경성 난청이 확인되었다. 이 환자에게 가장 적절한 응급 처치는?

신경학적 검사: 좌측 말초성 안면마비, 구음장애 없음, 사지 근력 및 감각 정상. 순음청력검사: 좌측 감각신경성 난청(전 주파수 평균 65dB). 전정기능검사: 좌측 전정기능 소실, 온도안진검사에서 좌측 반고리관 마비.

A. 스테로이드 정맥 투여와 항바이러스제 투여
B. 혈전용해제 정맥 투여
C. 전정억제제 투여와 수액 공급
D. 즉각적인 수술적 감압
E. 고실 내 스테로이드 주입술",B,Neurology / Neurosurgery
"15세 남자 청소년이 3개월 전부터 시작된 양측성 난청을 주소로 내원하였다. 환자는 주로 고음을 잘 듣지 못하고, 대화할 때 상대방의 말을 잘 알아듣지 못한다고 호소하였다. 최근 이명도 동반되었다고 한다. 환자는 지난 6개월간 평소보다 소변량이 증가하였으며, 야간 소변 횟수가 2-3회로 늘었다고 하였다. 가족력상 환자의 어머니가 30대에 신장 이식을 받은 병력이 있으며, 모계 삼촌도 신장 질환으로 투석 중이라고 한다. 이학적 검사에서 양측 고막은 정상이었다. 이 환자에게 가장 적절한 추가 검사는?

순음청력검사: 양측 감각신경성 난청(2kHz 이상 고주파수에서 40-50dB 청력 저하). 일반혈액검사: 혈색소 11.2g/dL, 혈소판 230,000/μL, 백혈구 7,500/μL. 전해질 검사: Na 140mEq/L, K 4.5mEq/L, Cl 105mEq/L, HCO3 22mEq/L.

A. 측두골 전산화단층촬영
B. 자기공명영상
C. 신장 기능 검사와 소변 검사
D. 뇌파검사
E. 갑상선 기능 검사",C,Nephrology
"2세 남아가 양측성 난청이 의심되어 내원하였다. 어머니는 아이가 이름을 불러도 반응이 없고, 말이 또래보다 늦다고 하였다. 임신 중 특이사항은 없었으나, 출생 시 체중 2.3kg의 조산아였으며, 신생아 중환자실에서 10일간 치료받은 이력이 있다. 가족력상 청력 저하나 유전 질환은 없었다. 이학적 검사에서 양측 외이도와 고막은 정상이었다. 난청 선별검사에서 양측 자동청성뇌간반응(AABR)이 통과되지 않았다. 이 환아에게 가장 적절한 초기 관리 계획은?

이학적 검사: 양측 외이도와 고막 정상, 외형적 이상 없음. 자동청성뇌간반응(AABR): 양측 모두 통과하지 못함(Refer). 이음향방사검사(OAE): 양측 모두 반응 없음.

A. 항생제 경구 투여
B. 중이 환기관 삽입술
C. 진단적 청성뇌간반응검사(ABR)와 영상검사
D. 보청기 착용 후 언어 재활 치료
E. 인공와우 이식술",C,Otolaryngology (ENT)
"45세 남성이 2주 전부터 시작된 우측 귀의 청력 저하를 주소로 내원하였다. 환자는 귀가 꽉 찬 느낌이 있으며, 이통은 없다고 한다. 전화 통화 시 전화기를 좌측 귀로 바꿔서 받게 되었다고 호소한다. 1주일 전 감기 증상이 있었으며, 이후 귀 증상이 시작되었다고 한다. 과거력에서 알레르기성 비염으로 간헐적으로 약물 치료를 받은 적이 있으며, 다른 특이 병력은 없었다. 신체 검사에서 우측 고막은 혼탁하고 움직임이 저하되어 있었으며, 공기-액체 경계선이 관찰되었다. 좌측 고막은 정상이었다. 512Hz 음차 검사에서 웨버 검사 시 건측인 좌측으로 편향되었고, 린네 검사는 우측에서 음성, 좌측에서 양성으로 나타났다. 이 환자의 가장 가능성 높은 진단은?

고막운동성 검사(tympanometry): 우측 B형 곡선, 좌측 A형 곡선
순음청력검사: 우측 귀의 기도 청력 역치 평균 35dB, 골도 청력 역치 평균 10dB, 좌측 귀의 기도 및 골도 청력 역치 모두 정상 범위

A. 급성 화농성 중이염
B. 삼출성 중이염
C. 만성 화농성 중이염
D. 소음성 난청
E. 메니에르병",B,Otolaryngology
"67세 남성이 좌측 귀의 갑작스러운 청력 저하로 응급실에 내원하였다. 환자는 3일 전 아침에 일어났을 때 좌측 귀의 청력이 크게 감소한 것을 발견했으며, 이와 함께 좌측 귀에서 윙윙거리는 이명을 호소하였다. 현훈이나 구역감은 없었으며, 이통이나 이루도 없었다고 한다. 환자는 고혈압, 당뇨병으로 약물 치료 중이며, 최근 상기도 감염이나 이과적 수술 및 외상 병력은 없었다. 신체 검사에서 양측 고막과 외이도는 정상이었으며, 양측 상지와 하지의 근력과 감각은 모두 정상이었다. 청력 검사에서 우측 귀는 정상이었으나, 좌측 귀는 모든 주파수에서 60-70dB의 청력 역치를 보이는 감각신경성 난청이 확인되었다. 이 환자의 치료를 위한 가장 적절한 초기 약물 요법은?

혈액검사: WBC 7,200/μL, Hb 14.2g/dL, Platelet 235,000/μL, Glucose 126mg/dL, HbA1c 7.2%, BUN 18mg/dL, Cr 0.9mg/dL
측두골 MRI: 내이, 중이, 내이도에 특이 소견 없음. 뇌간 및 청신경에 이상 소견 없음.

A. 경구 항바이러스제(acyclovir)
B. 경구 항히스타민제(diphenhydramine)
C. 고실 내 스테로이드 주입(intratympanic steroid injection)
D. 고용량 경구 스테로이드(prednisolone)
E. 저분자량 헤파린(enoxaparin) 피하 주사",D,Otolaryngology
"3세 남아가 청력 저하 가능성에 대한 평가를 위해 내원하였다. 아이의 어머니는 최근 몇 달 동안 아이가 소리에 반응하는 것이 둔해지고, TV 소리를 크게 높이며, 이름을 불러도 반응하지 않는 경우가 있다고 호소하였다. 또한 말하기가 또래 아이들보다 지연되어 있고, 발음이 불분명하다고 한다. 과거력에서 아이는 만삭에 정상 분만으로 출생했으며, 출생 시 특이사항은 없었다. 신생아 청력 선별검사는 정상이었다. 최근 2개월간 반복적인 상기도 감염과 함께 양측 귀에서 간헐적으로 이루가 있었다고 한다. 가족력에서 청력 장애의 병력은 없었다. 신체 검사에서 양측 고막이 혼탁하고 함몰되어 있었으며, 정상적인 광반사가 관찰되지 않았다. 외이도는 맑았으며, 이루는 관찰되지 않았다. 512Hz 음차 검사에서 웨버 검사는 중앙에서 들렸으며, 린네 검사는 양측 모두 음성이었다. 이 환자의 가장 가능성 높은 진단은?

고막운동성 검사(tympanometry): 양측 B형 곡선
순음청력검사: 양측 귀의 기도 청력 역치 평균 35dB, 골도 청력 역치 평균 10dB
어음청력검사: 어음인지역치(SRT) 40dB, 단어인지도(WRS) 92%

A. 급성 화농성 중이염
B. 만성 삼출성 중이염
C. 선천성 감각신경성 난청
D. 외이도염
E. 이경화증",B,Pediatrics
"58세 남성이 양측성 점진적 난청으로 내원하였다. 환자는 약 2년 전부터 점차 청력이 감소하여 일상 대화에 어려움을 느끼며, 특히 시끄러운 환경에서 대화를 알아듣기 힘들다고 호소하였다. 최근에는 TV 소리를 키우게 되어 가족들이 불편해 한다고 한다. 환자는 30년간 철강 공장에서 근무했으며, 소음 환경에 노출되었으나 귀마개는 간헐적으로만 착용했다고 한다. 현재까지 흡연 중(40갑년)이다. 과거력에서 고혈압과 당뇨병으로 10년간 약물 치료 중이다. 환자는 어지럼증이나 이명은 없다고 하며, 가족력에서 청력 장애는 없다고 한다. 신체 검사에서 양측 고막과 외이도는 정상이었다. 512Hz 음차 검사에서 웨버 검사는 중앙에서 들렸으며, 린네 검사는 양측 모두 양성이었다. 이 환자의 가장 가능성 높은 진단은?

순음청력검사: 양측 대칭적으로 250Hz 25dB, 500Hz 30dB, 1kHz 35dB, 2kHz 45dB, 4kHz 65dB, 8kHz 70dB의 감각신경성 난청
어음청력검사: 어음인지역치(SRT) 양측 35dB, 단어인지도(WRS) 양측 80%

A. 노인성 난청
B. 소음성 난청
C. 메니에르병
D. 청신경종양
E. 갑작스러운 감각신경성 난청",B,Otolaryngology
"28세 여성이 3일 전 발생한 좌측 귀의 심한 통증과 청력 저하를 주소로 응급실에 내원하였다. 환자는 통증이 시작된 지 약 12시간 후부터 좌측 귀에서 황색의 고름이 나오기 시작했으며, 이후 통증은 다소 완화되었으나 청력 저하가 지속되었다고 한다. 또한 좌측 귀의 충만감과 간헐적인 이명을 호소하였다. 환자는 1주일 전부터 감기 증상이 있었으며, 2일 전에는 수영장에서 수영을 했다고 한다. 과거력에서 특이사항은 없었으며, 평소 건강했다고 한다. 신체 검사에서 좌측 외이도에 다량의 화농성 분비물이 관찰되었으며, 외이도 벽은 심하게 부어 있고 발적되어 있었다. 이개를 당기거나 이주를 누를 때 심한 통증을 호소하였다. 분비물을 조심스럽게 제거한 후 관찰한 고막은 발적되어 있었으나, 천공은 보이지 않았다. 우측 귀의 진찰 소견은 정상이었다. 이 환자에게 적합한 초기 치료 계획은?

체온: 37.8°C
혈액검사: WBC 10,500/μL, CRP 1.2 mg/dL
좌측 외이도 분비물 배양 검사: Pseudomonas aeruginosa 분리
순음청력검사: 좌측 귀 기도 청력 역치 평균 40dB, 골도 청력 역치 평균 15dB, 우측 귀 정상

A. 국소 항생제/스테로이드 복합 이용액(otic solution), 진통제, 외이도 부종 감소를 위한 이 패킹(ear packing)
B. 경구 항생제(amoxicillin-clavulanate), 국소 항생제 이용액
C. 정맥 항생제(ceftriaxone), 고막절개술
D. 경구 항생제(amoxicillin), 항히스타민제, 비강 충혈 완화제
E. 국소 항진균제 이용액, 외이도 산성화를 위한 2% 초산 용액",A,Otolaryngology
"70세 여성이 점진적으로 진행하는 양측 청력 저하로 내원하였다. 환자는 약 5년 전부터 서서히 청력이 감소하기 시작했으며, 특히 최근 1년 사이 증상이 더 악화되어 가족들과 대화하기 어렵고 TV 소리를 크게 틀어야 한다고 호소하였다. 환자는 소리가 잘 들리지 않을 뿐만 아니라 사람들의 말을 알아듣기 어렵다고 표현하였다. 과거력상 고혈압과 고지혈증으로 약물 치료 중이며, 소음에 노출된 직업력이나 난청의 가족력은 없었다. 어지럼증이나 이충만감은 없었으나, 간헐적인 이명이 동반된다고 하였다. 신체 검사에서 양측 고막과 외이도는 정상이었으며, 512Hz 음차 검사에서 웨버 검사는 중앙에서 들렸고, 린네 검사는 양측 모두 양성이었다. 이 환자의 가장 가능성 높은 진단은?

순음청력검사: 양측 대칭적으로 250Hz 25dB, 500Hz 30dB, 1kHz 40dB, 2kHz 50dB, 4kHz 60dB, 8kHz 70dB의 감각신경성 난청
어음청력검사: 어음인지역치(SRT) 양측 40dB, 단어인지도(WRS) 양측 60%

A. 노인성 난청
B. 소음성 난청
C. 메니에르병
D. 약물 유발성 난청
E. 이경화증",A,Otolaryngology
"3개월 된 남아가 신생아 청력 선별검사에서 양측 모두 'refer' 결과를 받아 추적 검사를 위해 내원하였다. 환아는 만삭에 제왕절개로 출생했으며, 출생 시 체중은 3.2kg이었다. 임신 중 산모는 임신 12주에 풍진 감염이 있었으며, 임신 32주에 고열과 발진을 동반한 거대세포바이러스 감염으로 치료받은 병력이 있다. 가족력에서 부모의 친척 중 선천성 난청이 있는 사람이 있다고 한다. 신체 검사에서 양쪽 귀의 모양과 외이도는 정상이었으며, 양측 고막도 정상 소견을 보였다. 청성뇌간반응검사(ABR)에서 양측 귀 모두 90dB 이상에서도 파형이 관찰되지 않았다. 이 환아의 조기 중재를 위한, 가장 적절한 다음 단계 치료 계획은?

이음향방사검사(OAE): 양측 모두 반응 없음
청성뇌간반응검사(ABR): 양측 90dB 이상에서도 반응 없음
측두골 CT: 내이 및 중이 구조물 정상
거대세포바이러스 요 PCR 검사: 양성
혈청 CMV IgM: 음성, IgG: 양성

A. 감각신경성 난청이 확실해질 때까지 6개월 더 관찰
B. 양측 보청기 착용 및 조기 청능 재활
C. 항바이러스제(ganciclovir) 정맥 투여
D. 양측 인공와우 이식 수술
E. 고실 성형술과 이소골 재건술",B,Pediatrics
"22세 남성이 2일 전 발생한 우측 귀의 통증과 청력 저하를 주소로 응급실에 내원하였다. 환자는 전날 이통이 점차 심해지다가 잠들기 직전 귀에서 '펑'하는 소리와 함께 갑자기 통증이 완화되었고, 이후 소량의 혈성 이루가 있었다고 한다. 환자는 이틀 전 친구와 싸우던 중 오른쪽 뺨을 맞았다고 하며, 그 외 과거력에서 특이사항은 없었다. 신체 검사에서 우측 외이도에 소량의 혈성 분비물이 관찰되었으며, 고막에 약 5mm 크기의 천공이 확인되었다. 청력 검사에서 우측 귀에 경도의 전음성 난청이 확인되었다. 이 환자의 가장 가능성 높은 진단은?

순음청력검사: 우측 귀의 기도 청력 역치 평균 35dB, 골도 청력 역치 평균 10dB, 좌측 귀 정상
고막운동성 검사(tympanometry): 우측 귀 시행 불가, 좌측 정상
측두골 CT: 중이강 내 소량의 연부조직 음영 외 골절이나 이소골 이상 소견 없음

A. 급성 화농성 중이염
B. 만성 화농성 중이염
C. 외상성 고막 천공
D. 진주종성 중이염
E. 이경화증",C,Otolaryngology
"52세 여성이 점진적으로 진행하는 우측 귀의 청력 저하를 주소로 내원하였다. 환자는 약 1년 전부터 우측 귀의 청력이 감소했으며, 6개월 전부터는 같은 쪽 귀에 지속적인 이명이 동반되었다고 한다. 최근에는 경미한 어지럼증과 우측 얼굴의 저린 감각이 간헐적으로 있다고 호소하였다. 과거력에서 제2형 신경섬유종증으로 진단받은 친척이 있으며, 다른 특이 병력은 없었다. 신체 검사에서 양측 고막은 정상이었다. 신경학적 검사에서 우측 청력 감소 외에 안면감각 검사에서 우측 삼차신경 분포 영역의 경미한 감각 저하가 관찰되었으며, 그 외 뇌신경 검사는 정상이었다. 균형 검사에서 경미한 불안정성이 있었다. 이 환자의 진단을 위한 가장 적절한 검사는?

순음청력검사: 우측 귀의 기도 및 골도 청력 역치 모두 저주파수(250-1000Hz)에서 정상, 고주파수(2000-8000Hz)에서 40-60dB의 감각신경성 난청, 좌측 귀 정상
어음청력검사: 어음인지역치(SRT) 우측 30dB, 좌측 10dB, 단어인지도(WRS) 우측 60%, 좌측 96%
온도안진검사: 우측 반고리관 마비 40%

A. 측두골 고해상도 CT
B. 내이도 및 뇌간 MRI
C. 뇌파검사(EEG)
D. 양전자방출단층촬영(PET)
E. 이음향방사검사(OAE)",B,Otolaryngology
"42세 여성이 1주일 전부터 시작된 이명과 좌측 귀의 청력 저하를 주소로 내원하였다. 환자는 결핵성 폐렴으로 3주 전부터 항결핵제(isoniazid, rifampin, ethambutol, pyrazinamide)와 함께 아미노글리코사이드 항생제인 streptomycin을 매일 투여받고 있었다. 환자는 점차 악화되는 이명과 함께 소리가 왜곡되어 들리는 증상을 호소하였다. 신체 검사에서 양측 고막과 외이도는 정상이었으며, 균형 장애나 어지럼증은 없었다. 청력 검사에서 좌측 귀의 고주파수 영역에서 감각신경성 난청이 확인되었다. 이 환자의 치료를 위한 가장 적절한 초기 계획은?

순음청력검사: 좌측 귀 2kHz 25dB, 4kHz 40dB, 8kHz 60dB의 감각신경성 난청, 저주파수(250-1000Hz)는 정상 범위, 우측 귀 정상
청성뇌간반응검사(ABR): 좌측 I-V 파간 잠복기 정상, 파형 진폭 감소
혈액검사: BUN 18mg/dL, Cr 0.9mg/dL, AST 28IU/L, ALT 32IU/L

A. Streptomycin 투여 즉시 중단 및 다른 항생제로 대체
B. Streptomycin 용량 감량 및 격일 투여로 변경
C. N-acetylcysteine 투여 추가
D. 고용량 경구 스테로이드(prednisolone) 투여
E. 고실 내 스테로이드 주입술(intratympanic steroid injection)",A,Otolaryngology
"48세 여성이 최근 3주간 지속된 다뇨를 주소로 내원하였다. 환자는 하루 4~5L 이상의 소변을 본다고 하며, 야뇨도 동반되었다. 혈압 125/80 mmHg, 체온 36.8℃, 맥박 78회/분이었다. 혈액검사에서 Na 148 mEq/L, K 3.9 mEq/L, BUN 18 mg/dL, Cr 0.9 mg/dL로 확인되었다. 소변 삼투압 검사는 150 mOsm/kg으로 낮았다. 이 환자의 가장 가능성 높은 진단은?

소변 삼투압: 150 mOsm/kg

A. 요붕증
B. 만성 신부전
C. 당뇨병
D. 심인성 다뇨
E. 이뇨제 남용",A,Nephrology
"65세 남성이 3개월 전부터 지속된 다뇨와 다음, 체중 감소를 주소로 내원하였다. 환자는 하루에 약 3-4리터의 소변을 보며, 밤에도 2-3회 소변을 보기 위해 깨어난다고 한다. 과거력상 20년간 고혈압으로 약물 치료 중이며, 10년 전 흡연을 중단했다. 신체 검진에서 혈압 145/90 mmHg, 맥박 84회/분, 체온 36.5°C, 호흡수 18회/분이었다. 복부 검진에서 좌측 늑골 아래에 약간의 압통이 있는 종괴가 촉지되었다. 이 환자의 다뇨증 원인을 감별하기 위해 가장 적절한 초기 검사는?

일반 혈액 검사: WBC 7,500/μL, Hb 13.2 g/dL, Plt 230,000/μL, 혈청 생화학 검사: BUN 18 mg/dL, Cr 1.1 mg/dL, Na 141 mEq/L, K 4.0 mEq/L, Cl 104 mEq/L, 공복 혈당 110 mg/dL, 소변 검사: 비중 1.012, pH 6.0, 단백질(-), 당(-), 케톤(-), 잠혈(-)

A. 24시간 소변 단백질 정량 검사
B. 수분 제한 검사와 ADH 투여 검사
C. 소변 삼투압과 혈장 삼투압 측정
D. 복부 초음파 검사
E. 경구 당부하 검사",C,Endocrinology
"42세 여성이 2개월 전부터 심해진 다뇨, 다음 및 전신 쇠약감을 주소로 내원하였다. 환자는 하루에 약 5-6리터의 소변을 보며, 물을 많이 마시지 않으면 심한 갈증을 느낀다고 했다. 환자는 1년 전 뇌하수체 종양으로 경접형동 접근법을 통한 수술을 받은 병력이 있다. 신체 검진에서 활력 징후는 정상이었으며, 신경학적 검사에서도 특이 소견은 없었다. 이 환자에게 가장 적절한 치료는?

수분 제한 검사 후 소변 삼투압은 150 mOsm/kg으로 측정되었고, 데스모프레신 투여 후 소변 삼투압이 450 mOsm/kg으로 증가하였다. 혈청 생화학 검사: Na 148 mEq/L, K 3.8 mEq/L, Cl 110 mEq/L, 혈장 삼투압 308 mOsm/kg, 소변 삼투압(무작위) 150 mOsm/kg, 소변 비중 1.005

A. 티아지드계 이뇨제 투여
B. 데스모프레신 비강 스프레이 또는 경구 투여
C. 수분 섭취 제한
D. 선택적 세로토닌 재흡수 억제제(SSRI) 투여
E. 인슐린과 경구 혈당강하제 병용 투여",B,Endocrinology
"58세 남성 환자가 2주 전부터 시작된 다뇨, 다음, 의식 저하를 주소로 응급실에 내원하였다. 환자의 아내에 따르면 환자는 최근 하루에 3-4리터의 물을 마시고 소변량도 증가했으며, 지난 한 달간 약 5kg의 체중 감소가 있었다고 한다. 과거력상 고혈압으로 10년간 약물 치료 중이며, 가족력에서 특이사항은 없었다. 내원 당시 의식은 기면 상태였고, 혈압 110/70 mmHg, 맥박 110회/분, 호흡수 24회/분, 체온 36.8°C였다. 신체 검진에서 피부 탄력도가 감소해 있었고, 구강 점막은 건조했다. 신경학적 검사에서 국소 신경학적 결손은 없었다. 이 환자의 상태에 대한 초기 응급 처치로 가장 적절한 것은?

혈액 검사: WBC 9,800/μL, Hb 15.2 g/dL, Plt 290,000/μL, Na 156 mEq/L, K 5.1 mEq/L, Cl 115 mEq/L, BUN 48 mg/dL, Cr 1.4 mg/dL, 혈당 580 mg/dL, HbA1c 12.8%, 혈장 삼투압 330 mOsm/kg, 동맥혈 가스 분석: pH 7.28, PaCO2 32 mmHg, HCO3 15 mEq/L, 소변 검사: 비중 1.030, 당(++++), 케톤(+++)

A. 0.9% 생리식염수 정주 및 인슐린 지속 주입
B. 3% 고장성 식염수 정주
C. 0.45% 저장성 식염수 정주
D. 중탄산나트륨 정주
E. 데스모프레신 투여",A,Endocrinology
"50세 남성이 6개월 전부터 지속된 다뇨와 다음을 주소로 내원하였다. 환자는 하루에 약 3리터의 소변을 보며, 밤에도 2-3회 소변을 보기 위해 깨어난다고 했다. 10년 전 제2형 당뇨병을 진단받고 메트포르민을 복용 중이었으나, 최근 혈당 조절이 잘 되지 않아 인슐린 치료를 시작했다. 환자는 최근 발목 부종과 시력 저하를 호소했다. 신체 검진에서 혈압 160/95 mmHg, 맥박 78회/분, 체중 82kg(3개월 전 78kg)이었다. 양측 하지에 함요 부종이 관찰되었고, 안저 검사에서 당뇨병성 망막병증 소견이 확인되었다. 이 환자에게 가장 적절한 교육 내용은?

혈액 검사: HbA1c 9.2%, 공복 혈당 182 mg/dL, BUN 32 mg/dL, Cr 1.8 mg/dL, eGFR 45 mL/min/1.73m², 총 콜레스테롤 245 mg/dL, LDL 콜레스테롤 155 mg/dL, 중성지방 180 mg/dL, 24시간 소변 검사: 단백질 2.1 g/일, 알부민/크레아티닌 비 850 mg/g

A. 저염식이와 수분 제한의 중요성
B. 고단백 식이의 필요성
C. 정기적인 혈당 모니터링 없이 증상에 따른 인슐린 용량 조절 방법
D. 단백뇨가 있을 때 안지오텐신 전환효소 억제제의 부작용
E. 중등도 강도의 유산소 운동과 근력 운동의 병행 필요성",A,Nephrology
